date,Account,daily_pnl,trade_count,total_size_usd,long_count,short_count,long_ratio,win_rate,classification,value,frequency_segment,performance_segment
2023-12-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,508.92214299999995,50,569559.72,31,19,0.62,1,Greed,65,Frequent,Winner
2023-12-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,354.998648,52,702550.21,20,32,0.38461538461538464,1,Greed,68,Frequent,Winner
2024-01-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-129.53146,18,264239.52999999997,10,8,0.5555555555555556,0,Greed,65,Frequent,Winner
2024-01-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,783.979116,17,121348.74,9,8,0.5294117647058824,1,Greed,71,Frequent,Winner
2024-01-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,866.015507,67,394499.36,32,35,0.47761194029850745,1,Greed,70,Frequent,Winner
2024-01-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-67.60364,5,99792.54000000001,2,3,0.4,0,Greed,68,Frequent,Winner
2024-01-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,164.141565,66,1703942.66,31,35,0.4696969696969697,1,Greed,72,Frequent,Winner
2024-01-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,135.58166400000002,22,298521.4,11,11,0.5,1,Greed,70,Frequent,Winner
2024-01-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-835.681235,97,1048850.06,52,45,0.5360824742268041,0,Greed,71,Frequent,Winner
2024-01-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-269.874439,128,1522452.43,40,88,0.3125,0,Greed,71,Frequent,Winner
2024-01-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-826.349863,70,870051.97,28,42,0.4,0,Extreme Greed,76,Frequent,Winner
2024-01-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1517.091342,193,2057479.48,92,101,0.47668393782383417,0,Greed,73,Frequent,Winner
2024-01-11,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,2,46133.87,2,0,1.0,0,Extreme Greed,76,Infrequent,Loser
2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-164.08950099999998,19,259180.22999999998,11,8,0.5789473684210527,0,Extreme Greed,76,Frequent,Winner
2024-01-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1925.519024,7,200082.27,5,2,0.7142857142857143,0,Greed,71,Frequent,Winner
2024-01-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,152.85358,9,629.86,0,9,0.0,1,Neutral,52,Infrequent,Loser
2024-01-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,5,50006.24,5,0,1.0,0,Neutral,52,Frequent,Winner
2024-01-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-3238.8,6,63482.08,4,2,0.6666666666666666,0,Greed,64,Infrequent,Loser
2024-01-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,939.6285419999999,3,52945.25,0,3,0.0,1,Greed,64,Frequent,Winner
2024-01-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,813.2741110000001,53,800831.03,31,22,0.5849056603773585,1,Greed,60,Frequent,Winner
2024-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,68.93319,46,424631.52999999997,18,28,0.391304347826087,1,Greed,63,Frequent,Winner
2024-01-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-0.20400000000000001,9,1526.81,4,5,0.4444444444444444,0,Neutral,51,Frequent,Winner
2024-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-385.215235,39,426902.16,27,12,0.6923076923076923,0,Neutral,51,Frequent,Winner
2024-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-146.57487000000003,106,1070090.51,60,46,0.5660377358490566,0,Neutral,52,Frequent,Winner
2024-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,266.58114600000005,11,103129.74,3,8,0.2727272727272727,1,Greed,56,Frequent,Winner
2024-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1166.248788,48,54022.58,28,20,0.5833333333333334,1,Greed,55,Frequent,Winner
2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,209.39217099999996,37,283856.41,23,14,0.6216216216216216,1,Greed,55,Frequent,Winner
2024-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-369.2447299999998,45,414518.93000000005,33,12,0.7333333333333333,0,Neutral,50,Frequent,Winner
2024-01-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2808.353815,68,965084.59,27,41,0.39705882352941174,0,Neutral,48,Frequent,Winner
2024-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-3093.6293849999997,6,66566.13,0,6,0.0,0,Neutral,52,Frequent,Winner
2024-01-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,90.2,2,9255.8,1,1,0.5,1,Neutral,49,Frequent,Winner
2024-01-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,2517.41,3,0,1.0,0,Neutral,49,Frequent,Winner
2024-01-28,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-2478.06972,11,18109.03,0,11,0.0,0,Neutral,54,Infrequent,Loser
2024-01-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1.71544,2,2068.8599999999997,1,1,0.5,1,Greed,55,Frequent,Winner
2024-01-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,484.847102,72,412139.32,20,52,0.2777777777777778,1,Greed,55,Frequent,Winner
2024-01-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-173.65419100000003,49,401011.38,28,21,0.5714285714285714,0,Greed,61,Frequent,Winner
2024-01-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-799.840817,859,6305647.13,470,389,0.5471478463329453,0,Greed,60,Frequent,Winner
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6,2008.18,6,0,1.0,0,Greed,63,Frequent,Winner
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,456.423473,42,474278.43,19,23,0.4523809523809524,1,Greed,63,Frequent,Winner
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,223.30918699999998,56,603820.0,18,38,0.32142857142857145,1,Greed,60,Frequent,Winner
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,47.62389499999999,35,203187.53,19,16,0.5428571428571428,1,Greed,60,Frequent,Winner
2024-02-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-33.45419400000003,72,770198.26,33,39,0.4583333333333333,0,Greed,60,Frequent,Winner
2024-02-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-215.615907,1088,8047153.41,518,570,0.47610294117647056,0,Greed,64,Frequent,Winner
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,241.24212,15,6758.73,7,8,0.4666666666666667,1,Greed,62,Frequent,Winner
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,770.756024,10,26051.12,2,8,0.2,1,Greed,66,Frequent,Winner
2024-02-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,983.443176,34,212311.82,23,11,0.6764705882352942,1,Greed,71,Frequent,Winner
2024-02-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,913.8817869999998,16,227247.69999999998,11,5,0.6875,1,Greed,70,Frequent,Winner
2024-02-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,559.44389,14,1999.99,0,14,0.0,1,Extreme Greed,79,Frequent,Winner
2024-02-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3639.3031690000003,88,218138.7,27,61,0.3068181818181818,1,Greed,74,Frequent,Winner
2024-02-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,191.29666400000002,23,102701.18,7,16,0.30434782608695654,1,Greed,74,Frequent,Winner
2024-02-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1024.70728,52,76437.88,49,3,0.9423076923076923,1,Greed,72,Frequent,Winner
2024-02-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,816.0903969999999,11,108750.16,3,8,0.2727272727272727,1,Greed,72,Frequent,Winner
2024-02-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5491.768834,170,464143.87,105,65,0.6176470588235294,1,Greed,72,Frequent,Winner
2024-02-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,12,100752.64,10,2,0.8333333333333334,0,Greed,72,Frequent,Winner
2024-02-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1670.012358,64,202359.19,25,39,0.390625,1,Extreme Greed,76,Frequent,Winner
2024-02-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,259.62944200000004,30,203758.88,25,5,0.8333333333333334,1,Extreme Greed,76,Frequent,Winner
2024-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,477.6248299999999,97,157048.17,38,59,0.3917525773195876,1,Greed,72,Frequent,Winner
2024-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4325.827543,95,236374.11,38,57,0.4,1,Extreme Greed,75,Frequent,Winner
2024-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-8.05898,6,50003.09,3,3,0.5,0,Extreme Greed,75,Frequent,Winner
2024-02-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3053.31353,35,117709.42,13,22,0.37142857142857144,1,Greed,72,Frequent,Winner
2024-02-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,210.315294,4,1710.3,0,4,0.0,1,Greed,72,Frequent,Winner
2024-02-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1858.7985700000002,21,98041.92,6,15,0.2857142857142857,1,Extreme Greed,78,Frequent,Winner
2024-02-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1,10005.6,1,0,1.0,0,Extreme Greed,78,Frequent,Winner
2024-02-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3894.1050699999996,86,368033.23,33,53,0.38372093023255816,1,Greed,74,Frequent,Winner
2024-02-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,5000.64,2,0,1.0,0,Greed,74,Frequent,Winner
2024-02-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1418.55293,143,111106.14,131,12,0.916083916083916,1,Extreme Greed,76,Frequent,Winner
2024-02-25,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-30.7705,5,4480.13,2,3,0.4,0,Greed,74,Frequent,Winner
2024-02-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4416.8473,37,191687.17,27,10,0.7297297297297297,1,Greed,72,Frequent,Winner
2024-02-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,499.96999999999997,0,2,0.0,0,Greed,72,Frequent,Winner
2024-02-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,312.130593,55,206785.98,33,22,0.6,1,Extreme Greed,79,Frequent,Winner
2024-02-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,576.38114,8,2576.32,0,8,0.0,1,Extreme Greed,79,Frequent,Winner
2024-02-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2503.747235,45,171107.13,31,14,0.6888888888888889,1,Extreme Greed,82,Frequent,Winner
2024-02-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8493.192736,109,370839.64,60,49,0.5504587155963303,1,Extreme Greed,80,Frequent,Winner
2024-02-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1320.804256,7,24827.09,0,7,0.0,1,Extreme Greed,80,Frequent,Winner
2024-03-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8244.241409,137,472974.7,37,100,0.27007299270072993,1,Extreme Greed,80,Frequent,Winner
2024-03-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167,24,60253.79,21,3,0.875,1,Extreme Greed,80,Frequent,Winner
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.814567,7,2943.77,7,0,1.0,0,Extreme Greed,80,Frequent,Winner
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.086245,79,390745.68,36,43,0.45569620253164556,1,Extreme Greed,83,Frequent,Winner
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.771643,287,1574220.16,161,126,0.5609756097560976,1,Extreme Greed,82,Frequent,Winner
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1026.004099,13,3776.71,0,13,0.0,1,Extreme Greed,82,Frequent,Winner
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.026041,180,841810.32,55,125,0.3055555555555556,1,Extreme Greed,90,Frequent,Winner
2024-03-06,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6814.825139,82,327218.02,49,33,0.5975609756097561,1,Extreme Greed,75,Frequent,Winner
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.886236,67,183583.18,19,48,0.2835820895522388,1,Extreme Greed,81,Frequent,Winner
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9949.501624,117,658178.75,83,34,0.7094017094017094,1,Extreme Greed,84,Frequent,Winner
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272,42,219973.85,38,4,0.9047619047619048,1,Extreme Greed,79,Frequent,Winner
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495,42,176519.44999999998,12,30,0.2857142857142857,1,Extreme Greed,82,Frequent,Winner
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166,8,103040.85,1,7,0.125,1,Extreme Greed,81,Frequent,Winner
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,7,6000.799999999999,7,0,1.0,0,Extreme Greed,81,Frequent,Winner
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,65.480454,1,6066.28,0,1,0.0,1,Extreme Greed,88,Frequent,Winner
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3400.385378,17,199866.9,2,15,0.11764705882352941,1,Extreme Greed,88,Frequent,Winner
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,338.42832,8,26339.81,7,1,0.875,1,Extreme Greed,83,Frequent,Winner
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5509.2545,35,249644.77,13,22,0.37142857142857144,1,Extreme Greed,83,Frequent,Winner
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,388.830831,19,75909.83,6,13,0.3157894736842105,1,Extreme Greed,83,Frequent,Winner
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,228.57984,6,27223.66,5,1,0.8333333333333334,1,Extreme Greed,81,Frequent,Winner
2024-03-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,10000.0,0,2,0.0,0,Extreme Greed,81,Frequent,Winner
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,429.683075,14,87063.35,10,4,0.7142857142857143,1,Extreme Greed,79,Frequent,Winner
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,73.61088,7,4940.99,6,1,0.8571428571428571,1,Extreme Greed,79,Frequent,Winner
2024-03-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,7502.61,2,0,1.0,0,Extreme Greed,79,Frequent,Winner
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,12,34001.9,12,0,1.0,0,Extreme Greed,77,Frequent,Winner
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1244.6384,6,51241.71,1,5,0.16666666666666666,1,Extreme Greed,77,Frequent,Winner
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.3193,1,5214.47,0,1,0.0,1,Extreme Greed,77,Frequent,Winner
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,9067.51,4,0,1.0,0,Extreme Greed,79,Frequent,Winner
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,842.799493,10,180988.91,5,5,0.5,1,Extreme Greed,79,Frequent,Winner
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-174.00152,10,29828.420000000002,8,2,0.8,0,Extreme Greed,79,Frequent,Winner
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2593.147623,59,144362.44,23,36,0.3898305084745763,1,Greed,74,Frequent,Winner
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3829.986976,10,71343.41,6,4,0.6,1,Greed,74,Frequent,Winner
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,1,9744.18,1,0,1.0,0,Extreme Greed,78,Frequent,Winner
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2097.182,23,97908.18,22,1,0.9565217391304348,1,Extreme Greed,78,Frequent,Winner
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,238.326075,4,10243.210000000001,3,1,0.75,1,Extreme Greed,78,Frequent,Winner
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1297.018477,19,92592.20999999999,15,4,0.7894736842105263,1,Greed,74,Frequent,Winner
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1302.916428,7,57116.32,0,7,0.0,1,Extreme Greed,75,Frequent,Winner
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20.599193,7,23986.34,6,1,0.8571428571428571,1,Extreme Greed,81,Frequent,Winner
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3195.3074,111,174578.85,2,109,0.018018018018018018,1,Extreme Greed,81,Frequent,Winner
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,189.192,27,87066.1,12,15,0.4444444444444444,1,Extreme Greed,83,Frequent,Winner
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-38.78086,11,12798.689999999999,7,4,0.6363636363636364,0,Extreme Greed,83,Frequent,Winner
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,20013.89,3,0,1.0,0,Extreme Greed,80,Frequent,Winner
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,227.85100799999998,10,15309.83,9,1,0.9,1,Extreme Greed,80,Frequent,Winner
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.097404,15,86914.37,9,6,0.6,1,Extreme Greed,79,Frequent,Winner
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1100.57514,45,101103.92,1,44,0.022222222222222223,1,Extreme Greed,75,Frequent,Winner
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,912.786145,13,39912.96,0,13,0.0,1,Extreme Greed,75,Frequent,Winner
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.840939,29,134989.44,25,4,0.8620689655172413,1,Extreme Greed,79,Frequent,Winner
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.122467,48,204481.03,7,41,0.14583333333333334,1,Extreme Greed,79,Frequent,Winner
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812,37,224664.62,6,31,0.16216216216216217,1,Extreme Greed,79,Frequent,Winner
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,4,14999.89,4,0,1.0,0,Extreme Greed,79,Frequent,Winner
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884,2,6887.91,1,1,0.5,1,Greed,71,Frequent,Winner
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,2,9999.66,2,0,1.0,0,Greed,71,Frequent,Winner
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,32,95987.73,0,32,0.0,0,Greed,70,Frequent,Winner
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005,10,172531.56999999998,10,0,1.0,1,Extreme Greed,79,Frequent,Winner
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789,82,305295.15,7,75,0.08536585365853659,1,Extreme Greed,79,Frequent,Winner
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.5522159999999,8,25965.08,0,8,0.0,1,Extreme Greed,79,Frequent,Winner
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.33513399999998,16,68223.67,0,16,0.0,1,Extreme Greed,75,Frequent,Winner
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,23,49988.14,0,23,0.0,0,Extreme Greed,78,Frequent,Winner
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,28,163166.37,0,28,0.0,0,Extreme Greed,76,Frequent,Winner
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.4267,2,48774.27,1,1,0.5,1,Extreme Greed,76,Frequent,Winner
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,57063.840000000004,0,3,0.0,0,Extreme Greed,80,Frequent,Winner
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414,41,351735.97,40,1,0.975609756097561,1,Extreme Greed,78,Frequent,Winner
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164,16,76400.96,14,2,0.875,1,Extreme Greed,76,Frequent,Winner
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,21,149909.08000000002,21,0,1.0,0,Extreme Greed,79,Frequent,Winner
2024-04-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2237.798674,93,261851.91,7,86,0.07526881720430108,1,Extreme Greed,79,Frequent,Winner
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2830.444513,15,30327.6,15,0,1.0,0,Extreme Greed,79,Frequent,Winner
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,18,156188.7,18,0,1.0,0,Greed,72,Frequent,Winner
2024-04-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6621.451755,71,330222.55,28,43,0.39436619718309857,1,Greed,72,Frequent,Winner
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-36565.98544,64,588765.94,23,41,0.359375,0,Greed,72,Frequent,Winner
2024-04-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,461.97292000000004,43,70396.23,23,20,0.5348837209302325,1,Greed,72,Frequent,Winner
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,50013.950000000004,3,0,1.0,0,Greed,74,Frequent,Winner
2024-04-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3774.08872,38,241097.24,15,23,0.39473684210526316,1,Greed,74,Frequent,Winner
2024-04-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,91.08,0,1,0.0,0,Greed,65,Infrequent,Loser
2024-04-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2467.702221,46,181816.09,31,15,0.6739130434782609,1,Greed,65,Frequent,Winner
2024-04-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2441.4683999999997,14,97562.99,13,1,0.9285714285714286,1,Greed,67,Frequent,Winner
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1946.4454620000001,35,337257.92000000004,5,30,0.14285714285714285,1,Greed,66,Frequent,Winner
2024-04-20,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,20,48733.65,20,0,1.0,0,Greed,66,Infrequent,Winner
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,11999.59,0,2,0.0,0,Greed,66,Frequent,Winner
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,9,47993.61,0,9,0.0,0,Greed,73,Frequent,Winner
